avg_cell_voltage;charging_current;max_cell_voltage;min_cell_voltage;max_cell_temp;min_cell_temp;soc;timestamp;;
3.92;-179.7;3.92;3.92;33;30;53.5;234.08;;
3.92;-179.7;3.92;3.92;33;30;53.5;234.22;;
3.92;-180.5;3.92;3.92;33;30;53.5;234.36;;
3.92;-180.5;3.92;3.92;33;30;53.5;234.5;;
3.92;-180.5;3.92;3.92;33;30;53.5;234.64;;
3.92;-180.5;3.92;3.92;33;30;53.5;234.78;;
3.92;-181;3.92;3.92;33;30;53.5;234.92;;
3.92;-181;3.92;3.92;33;30;53.5;235.06;;
3.92;-181;3.92;3.92;33;30;53.5;235.2;;
3.92;-181;3.92;3.92;33;30;53.5;235.34;;
3.92;-180.9;3.92;3.92;33;30;53.5;235.48;;
3.92;-180.9;3.92;3.92;33;30;53.5;235.62;;
3.92;-180.9;3.92;3.92;33;30;53.5;235.76;;
3.92;-180.9;3.92;3.92;33;30;53.5;235.9;;
3.92;-180.8;3.92;3.92;33;30;53.5;236.04;;
3.92;-180.8;3.92;3.92;33;30;53.5;236.18;;
3.92;-180.8;3.92;3.92;33;30;53.5;236.32;;
3.92;-180.8;3.92;3.92;33;30;53.5;236.46;;
3.92;-179.4;3.92;3.92;33;30;53.5;236.6;;
3.92;-179.4;3.92;3.92;33;30;53.5;236.74;;
3.92;-179.4;3.92;3.92;33;30;53.5;236.88;;
3.92;-179.4;3.92;3.92;33;30;53.5;237.02;;
3.92;-180;3.92;3.92;33;30;53.5;237.16;;
3.92;-180;3.92;3.92;33;30;53.5;237.3;;
3.92;-180;3.92;3.92;33;30;53.5;237.44;;
3.92;-180;3.92;3.92;33;30;53.5;237.58;;
3.92;-179.4;3.92;3.92;33;30;53.5;237.72;;
3.92;-179.4;3.92;3.92;33;30;53.5;237.86;;
3.92;-179.4;3.92;3.92;33;30;53.5;238;;
3.92;-179.4;3.92;3.92;33;30;53.5;238.14;;
3.92;-179.7;3.92;3.92;33;30;53.5;238.28;;
3.92;-179.7;3.92;3.92;33;30;53.5;238.42;;
3.92;-179.7;3.92;3.92;33;30;53.5;238.56;;
3.92;-179.7;3.92;3.92;33;30;53.5;238.7;;
3.92;-181;3.92;3.92;33;30;53.5;238.84;;
3.92;-181;3.92;3.92;33;30;53.5;238.98;;
3.92;-181;3.92;3.92;33;30;53.5;239.12;;
3.92;-181;3.92;3.92;33;30;53.5;239.26;;
3.92;-181.3;3.92;3.92;33;30;53.5;239.4;;
3.92;-181.3;3.92;3.92;33;30;53.5;239.54;;
3.92;-181.3;3.92;3.92;33;30;53.5;239.68;;
3.92;-181.3;3.92;3.92;33;30;53.5;239.82;;
3.92;-179.9;3.92;3.92;33;30;54;239.96;;
3.92;-179.9;3.92;3.92;33;30;54;240.1;;
3.92;-179.9;3.92;3.92;33;30;54;240.24;;
3.92;-179.9;3.92;3.92;33;30;54;240.38;;
3.92;-180.3;3.92;3.92;33;30;54;240.52;;
3.92;-180.3;3.92;3.92;33;30;54;240.66;;
3.92;-180.3;3.92;3.92;33;30;54;240.8;;
3.92;-180.3;3.92;3.92;33;30;54;240.94;;
3.92;-179.7;3.92;3.92;33;30;54;241.08;;
3.92;-179.7;3.92;3.92;33;30;54;241.22;;
3.92;-179.7;3.92;3.92;33;30;54;241.36;;
3.92;-179.7;3.92;3.92;33;30;54;241.5;;
3.92;-179.4;3.92;3.92;33;30;54;241.64;;
3.92;-179.4;3.92;3.92;33;30;54;241.78;;
3.92;-179.4;3.92;3.92;33;30;54;241.92;;
3.92;-179.4;3.92;3.92;33;30;54;242.06;;
3.92;-181.3;3.92;3.92;33;30;54;242.2;;
3.92;-181.3;3.92;3.92;33;30;54;242.34;;
3.92;-181.3;3.92;3.92;33;30;54;242.48;;
3.92;-181.3;3.92;3.92;33;30;54;242.62;;
3.92;-181.1;3.92;3.92;33;30;54;242.76;;
3.92;-181.1;3.92;3.92;33;30;54;242.9;;
3.92;-181.1;3.92;3.92;33;30;54;243.04;;
3.92;-181.1;3.92;3.92;33;30;54;243.18;;
3.92;-180.7;3.92;3.92;33;30;54;243.32;;
3.92;-180.7;3.92;3.92;33;30;54;243.46;;
3.92;-180.7;3.92;3.92;33;30;54;243.6;;
3.92;-180.7;3.92;3.92;33;30;54;243.74;;
3.92;-179.3;3.92;3.92;33;30;54;243.88;;
3.92;-179.3;3.92;3.92;33;30;54;244.02;;
3.92;-179.3;3.92;3.92;33;30;54;244.16;;
3.92;-179.3;3.92;3.92;33;30;54;244.3;;
3.92;-179.1;3.92;3.92;33;30;54;244.44;;
3.92;-179.1;3.92;3.92;33;30;54;244.58;;
3.92;-179.1;3.92;3.92;33;30;54;244.72;;
3.92;-179.1;3.92;3.92;33;30;54;244.86;;
3.92;-179.8;3.92;3.92;33;30;54;245;;
3.92;-179.8;3.92;3.92;33;30;54;245.14;;
3.92;-179.8;3.92;3.92;33;30;54;245.28;;
3.92;-179.8;3.92;3.92;33;30;54;245.42;;
3.92;-180.5;3.92;3.92;33;30;54;245.56;;
3.92;-180.5;3.92;3.92;33;30;54;245.7;;
3.92;-180.5;3.92;3.92;33;30;54;245.84;;
3.92;-180.5;3.92;3.92;33;30;54;245.98;;
3.92;-181.2;3.92;3.92;33;30;54;246.12;;
3.92;-181.2;3.92;3.92;33;30;54;246.26;;
3.92;-181.2;3.92;3.92;33;30;54;246.4;;
3.92;-181.2;3.92;3.92;33;30;54;246.54;;
3.92;-180.7;3.92;3.92;33;30;54;246.68;;
3.92;-180.7;3.92;3.92;33;30;54;246.82;;
3.92;-180.7;3.92;3.92;33;30;54;246.96;;
3.92;-180.7;3.92;3.92;33;30;54;247.1;;
3.92;-180.8;3.92;3.92;33;30;54;247.24;;
3.92;-180.8;3.92;3.92;33;30;54;247.38;;
3.92;-180.8;3.92;3.92;33;30;54;247.52;;
3.92;-180.8;3.92;3.92;33;30;54;247.66;;
3.92;-180;3.92;3.92;33;30;54;247.8;;
3.92;-180;3.92;3.92;33;30;54;247.94;;
3.92;-180;3.92;3.92;33;30;54;248.08;;
3.92;-180;3.92;3.92;33;30;54;248.22;;
3.92;-179.8;3.92;3.92;33;30;54;248.36;;
3.92;-179.8;3.92;3.92;33;30;54;248.5;;
3.92;-179.8;3.92;3.92;33;30;54;248.64;;
3.92;-179.8;3.92;3.92;33;30;54;248.78;;
3.92;-180;3.92;3.92;33;30;54;248.92;;
3.92;-180;3.92;3.92;33;30;54;249.06;;
3.92;-180;3.92;3.92;33;30;54;249.2;;
3.92;-180;3.92;3.92;33;30;54;249.34;;
3.92;-179.3;3.92;3.92;33;30;54;249.48;;
3.92;-179.3;3.92;3.92;33;30;54;249.62;;
3.92;-179.3;3.92;3.92;33;30;54;249.76;;
3.92;-179.3;3.92;3.92;33;30;54;249.9;;
3.92;-179.9;3.92;3.92;33;30;54;250.04;;
3.92;-179.9;3.92;3.92;33;30;54;250.18;;
3.92;-179.9;3.92;3.92;33;30;54;250.32;;
3.92;-179.9;3.92;3.92;33;30;54;250.46;;
3.92;-181.1;3.92;3.92;33;30;54;250.6;;
3.92;-181.1;3.92;3.92;33;30;54;250.74;;
3.92;-181.1;3.92;3.92;33;30;54;250.88;;
3.92;-181.1;3.92;3.92;33;30;54;251.02;;
3.92;-180.8;3.92;3.92;33;30;54;251.16;;
3.92;-180.8;3.92;3.92;33;30;54;251.3;;
3.92;-180.8;3.92;3.92;33;30;54;251.44;;
3.92;-180.8;3.92;3.92;33;30;54;251.58;;
3.92;-179.6;3.92;3.92;33;30;54;251.72;;
3.92;-179.6;3.92;3.92;33;30;54;251.86;;
3.92;-179.6;3.92;3.92;33;30;54;252;;
3.92;-179.6;3.92;3.92;33;30;54;252.14;;
3.92;-179.8;3.92;3.92;33;30;54;252.28;;
3.92;-179.8;3.92;3.92;33;30;54;252.42;;
3.92;-179.8;3.92;3.92;33;30;54;252.56;;
3.92;-179.8;3.92;3.92;33;30;54;252.7;;
3.92;-179.8;3.92;3.92;33;30;54;252.84;;
3.92;-179.8;3.92;3.92;33;30;54;252.98;;
3.92;-179.8;3.92;3.92;33;30;54;253.12;;
3.92;-179.8;3.92;3.92;33;30;54;253.26;;
3.92;-179.7;3.92;3.92;33;30;54;253.4;;
3.92;-179.7;3.92;3.92;33;30;54;253.54;;
3.92;-179.7;3.92;3.92;33;30;54;253.68;;
3.92;-179.7;3.92;3.92;33;30;54;253.82;;
3.92;-180.8;3.92;3.92;33;30;54;253.96;;
3.92;-180.8;3.92;3.92;33;30;54;254.1;;
3.92;-180.8;3.92;3.92;33;30;54;254.24;;
3.92;-180.8;3.92;3.92;33;30;54;254.38;;
3.92;-181.1;3.92;3.92;33;30;54;254.52;;
3.92;-181.1;3.92;3.92;33;30;54;254.66;;
3.92;-181.1;3.92;3.92;33;30;54;254.8;;
3.92;-181.1;3.92;3.92;33;30;54;254.94;;
3.92;-180;3.92;3.92;33;30;54;255.08;;
3.92;-180;3.92;3.92;33;30;54;255.22;;
3.92;-180;3.92;3.92;33;30;54;255.36;;
3.92;-180;3.92;3.92;33;30;54;255.5;;
3.92;-180;3.92;3.92;33;30;54;255.64;;
3.92;-180;3.92;3.92;33;30;54;255.78;;
3.92;-180;3.92;3.92;33;30;54;255.92;;
3.92;-180;3.92;3.92;33;30;54;256.06;;
3.92;-180.2;3.92;3.92;33;30;54;256.2;;
3.92;-180.2;3.92;3.92;33;30;54;256.34;;
3.92;-180.2;3.92;3.92;33;30;54;256.48;;
3.92;-180.2;3.92;3.92;33;30;54;256.62;;
3.92;-179.3;3.92;3.92;33;30;54.5;256.76;;
3.92;-179.3;3.92;3.92;33;30;54.5;256.9;;
3.92;-179.3;3.92;3.92;33;30;54.5;257.04;;
3.92;-179.3;3.92;3.92;33;30;54.5;257.18;;
3.92;-179.7;3.92;3.92;33;30;54.5;257.32;;
3.92;-179.7;3.92;3.92;33;30;54.5;257.46;;
3.92;-179.7;3.92;3.92;33;30;54.5;257.6;;
3.92;-179.7;3.92;3.92;33;30;54.5;257.74;;
3.92;-179.8;3.92;3.92;33;30;54.5;257.88;;
3.92;-179.8;3.92;3.92;33;30;54.5;258.02;;
3.92;-179.8;3.92;3.92;33;30;54.5;258.16;;
3.92;-179.8;3.92;3.92;33;30;54.5;258.3;;
3.92;-181.3;3.92;3.92;33;30;54.5;258.44;;
3.92;-181.3;3.92;3.92;33;30;54.5;258.58;;
3.92;-181.3;3.92;3.92;33;30;54.5;258.72;;
3.92;-181.3;3.92;3.92;33;30;54.5;258.86;;
3.92;-181;3.92;3.92;33;30;54.5;259;;
3.92;-181;3.92;3.92;33;30;54.5;259.14;;
3.92;-181;3.92;3.92;33;30;54.5;259.28;;
3.92;-181;3.92;3.92;33;30;54.5;259.42;;
3.92;-179.3;3.92;3.92;33;30;54.5;259.56;;
3.92;-179.3;3.92;3.92;33;30;54.5;259.7;;
3.92;-179.3;3.92;3.92;33;30;54.5;259.84;;
3.92;-179.3;3.92;3.92;33;30;54.5;259.98;;
3.92;-179.8;3.92;3.92;33;30;54.5;260.12;;
3.92;-179.8;3.92;3.92;33;30;54.5;260.26;;
3.92;-179.8;3.92;3.92;33;30;54.5;260.4;;
3.92;-179.8;3.92;3.92;33;30;54.5;260.54;;
3.92;-179.8;3.92;3.92;33;30;54.5;260.68;;
3.92;-179.8;3.92;3.92;33;30;54.5;260.82;;
3.92;-179.8;3.92;3.92;33;30;54.5;260.96;;
3.92;-179.8;3.92;3.92;33;30;54.5;261.1;;
3.92;-179.5;3.92;3.92;33;30;54.5;261.24;;
3.92;-179.5;3.92;3.92;33;30;54.5;261.38;;
3.92;-179.5;3.92;3.92;33;30;54.5;261.52;;
3.92;-179.5;3.92;3.92;33;30;54.5;261.66;;
3.92;-180.5;3.92;3.92;33;30;54.5;261.8;;
3.92;-180.5;3.92;3.92;33;30;54.5;261.94;;
3.92;-180.5;3.92;3.92;33;30;54.5;262.08;;
3.92;-180.5;3.92;3.92;33;30;54.5;262.22;;
3.92;-180.9;3.92;3.92;33;30;54.5;262.36;;
3.92;-180.9;3.92;3.92;33;30;54.5;262.5;;
3.92;-180.9;3.92;3.92;33;30;54.5;262.64;;
3.92;-180.9;3.92;3.92;33;30;54.5;262.78;;
3.92;-180.7;3.92;3.92;33;30;54.5;262.92;;
3.92;-180.7;3.92;3.92;33;30;54.5;263.06;;
3.92;-180.7;3.92;3.92;33;30;54.5;263.2;;
3.92;-180.7;3.92;3.92;33;30;54.5;263.34;;
3.92;-180.9;3.92;3.92;33;30;54.5;263.48;;
3.92;-180.9;3.92;3.92;33;30;54.5;263.62;;
3.92;-180.9;3.92;3.92;33;30;54.5;263.76;;
3.92;-180.9;3.92;3.92;33;30;54.5;263.9;;
3.92;-179.9;3.92;3.92;33;30;54.5;264.04;;
3.92;-179.9;3.92;3.92;33;30;54.5;264.18;;
3.92;-179.9;3.92;3.92;33;30;54.5;264.32;;
3.92;-179.9;3.92;3.92;33;30;54.5;264.46;;
3.92;-179.9;3.92;3.92;33;30;54.5;264.6;;
3.92;-179.9;3.92;3.92;33;30;54.5;264.74;;
3.92;-179.9;3.92;3.92;33;30;54.5;264.88;;
3.92;-179.9;3.92;3.92;33;30;54.5;265.02;;
3.92;-179.8;3.92;3.92;33;30;54.5;265.16;;
3.92;-179.8;3.92;3.92;33;30;54.5;265.3;;
3.92;-179.8;3.92;3.92;33;30;54.5;265.44;;
3.92;-179.8;3.92;3.92;33;30;54.5;265.58;;
3.92;-179.8;3.92;3.92;33;30;54.5;265.72;;
3.92;-179.8;3.92;3.92;33;30;54.5;265.86;;
3.92;-179.8;3.92;3.92;33;30;54.5;266;;
3.92;-179.8;3.92;3.92;33;30;54.5;266.14;;
3.92;-179.7;3.92;3.92;33;30;54.5;266.28;;
3.92;-179.7;3.92;3.92;33;30;54.5;266.42;;
3.92;-179.7;3.92;3.92;33;30;54.5;266.56;;
3.92;-179.7;3.92;3.92;33;30;54.5;266.7;;
3.92;-180.6;3.92;3.92;33;30;54.5;266.84;;
3.92;-180.6;3.92;3.92;33;30;54.5;266.98;;
3.92;-180.6;3.92;3.92;33;30;54.5;267.12;;
3.92;-180.6;3.92;3.92;33;30;54.5;267.26;;
3.92;-181.2;3.92;3.92;33;30;54.5;267.4;;
3.92;-181.2;3.92;3.92;33;30;54.5;267.54;;
3.92;-181.2;3.92;3.92;33;30;54.5;267.68;;
3.92;-181.2;3.92;3.92;33;30;54.5;267.82;;
3.92;-180.9;3.92;3.92;33;30;54.5;267.96;;
3.92;-180.9;3.92;3.92;33;30;54.5;268.1;;
3.92;-180.9;3.92;3.92;33;30;54.5;268.24;;
3.92;-180.9;3.92;3.92;33;30;54.5;268.38;;
3.92;-179.7;3.92;3.92;33;30;54.5;268.52;;
3.92;-179.7;3.92;3.92;33;30;54.5;268.66;;
3.92;-179.7;3.92;3.92;33;30;54.5;268.8;;
3.92;-179.7;3.92;3.92;33;30;54.5;268.94;;
3.92;-179.8;3.92;3.92;33;30;54.5;269.08;;
3.92;-179.8;3.92;3.92;33;30;54.5;269.22;;
3.92;-179.8;3.92;3.92;33;30;54.5;269.36;;
3.92;-179.8;3.92;3.92;33;30;54.5;269.5;;
3.92;-181.1;3.92;3.92;33;30;54.5;269.64;;
3.92;-181.1;3.92;3.92;33;30;54.5;269.78;;
3.92;-181.1;3.92;3.92;33;30;54.5;269.92;;
3.92;-181.1;3.92;3.92;33;30;54.5;270.06;;
3.92;-181.2;3.92;3.92;33;30;54.5;270.2;;
3.92;-181.2;3.92;3.92;33;30;54.5;270.34;;
3.92;-181.2;3.92;3.92;33;30;54.5;270.48;;
3.92;-181.2;3.92;3.92;33;30;54.5;270.62;;
3.92;-180.4;3.92;3.92;33;30;54.5;270.76;;
3.92;-180.4;3.92;3.92;33;30;54.5;270.9;;
3.92;-180.4;3.92;3.92;33;30;54.5;271.04;;
3.92;-180.4;3.92;3.92;33;30;54.5;271.18;;
3.92;-180.6;3.92;3.92;33;30;54.5;271.32;;
3.92;-180.6;3.92;3.92;33;30;54.5;271.46;;
3.92;-180.6;3.92;3.92;33;30;54.5;271.6;;
3.92;-180.6;3.92;3.92;33;30;54.5;271.74;;
3.92;-180.6;3.92;3.92;33;30;54.5;271.88;;
3.92;-180.6;3.92;3.92;33;30;54.5;272.02;;
3.92;-180.6;3.92;3.92;33;30;54.5;272.16;;
3.92;-180.6;3.92;3.92;33;30;54.5;272.3;;
3.92;-179.9;3.92;3.92;33;30;54.5;272.44;;
3.92;-179.9;3.92;3.92;33;30;54.5;272.58;;
3.92;-179.9;3.92;3.92;33;30;54.5;272.72;;
3.92;-179.9;3.92;3.92;33;30;54.5;272.86;;
3.92;-179.5;3.92;3.92;33;30;54.5;273;;
3.92;-179.5;3.92;3.92;33;30;54.5;273.14;;
3.92;-179.5;3.92;3.92;33;30;54.5;273.28;;
3.92;-179.5;3.92;3.92;33;30;54.5;273.42;;
3.92;-179.7;3.92;3.92;33;30;54.5;273.56;;
3.92;-179.7;3.92;3.92;33;30;54.5;273.7;;
3.92;-179.7;3.92;3.92;33;30;54.5;273.84;;
3.92;-179.7;3.92;3.92;33;30;54.5;273.98;;
3.92;-179.8;3.92;3.92;33;30;54.5;274.12;;
3.92;-179.8;3.92;3.92;33;30;54.5;274.26;;
3.92;-179.8;3.92;3.92;33;30;54.5;274.4;;
3.92;-179.8;3.92;3.92;33;30;54.5;274.54;;
3.92;-181.2;3.92;3.92;33;30;54.5;274.68;;
3.92;-181.2;3.92;3.92;33;30;54.5;274.82;;
3.92;-181.2;3.92;3.92;33;30;54.5;274.96;;
3.92;-181.2;3.92;3.92;33;30;54.5;275.1;;
3.92;-180.7;3.92;3.92;33;30;55;275.24;;
3.92;-180.7;3.92;3.92;33;30;55;275.38;;
3.92;-180.7;3.92;3.92;33;30;55;275.52;;
3.92;-180.7;3.92;3.92;33;30;55;275.66;;
3.92;-179.6;3.92;3.92;33;30;55;275.8;;
3.92;-179.6;3.92;3.92;33;30;55;275.94;;
3.92;-179.6;3.92;3.92;33;30;55;276.08;;
3.92;-179.6;3.92;3.92;33;30;55;276.22;;
3.92;-179.9;3.92;3.92;33;30;55;276.36;;
3.92;-179.9;3.92;3.92;33;30;55;276.5;;
3.92;-179.9;3.92;3.92;33;30;55;276.64;;
3.92;-179.9;3.92;3.92;33;30;55;276.78;;
3.92;-179.9;3.92;3.92;33;30;55;276.92;;
3.92;-179.9;3.92;3.92;33;30;55;277.06;;
3.92;-179.9;3.92;3.92;33;30;55;277.2;;
3.92;-179.9;3.92;3.92;33;30;55;277.34;;
3.92;-179.7;3.92;3.92;33;30;55;277.48;;
3.92;-179.7;3.92;3.92;33;30;55;277.62;;
3.92;-179.7;3.92;3.92;33;30;55;277.76;;
3.92;-179.7;3.92;3.92;33;30;55;277.9;;
3.92;-180.7;3.92;3.92;33;30;55;278.04;;
3.92;-180.7;3.92;3.92;33;30;55;278.18;;
3.92;-180.7;3.92;3.92;33;30;55;278.32;;
3.92;-180.7;3.92;3.92;33;30;55;278.46;;
3.92;-180.6;3.92;3.92;33;30;55;278.6;;
3.92;-180.6;3.92;3.92;33;30;55;278.74;;
3.92;-180.6;3.92;3.92;33;30;55;278.88;;
3.92;-180.6;3.92;3.92;33;30;55;279.02;;
3.92;-179.5;3.92;3.92;33;30;55;279.16;;
3.92;-179.5;3.92;3.92;33;30;55;279.3;;
3.92;-179.5;3.92;3.92;33;30;55;279.44;;
3.92;-179.5;3.92;3.92;33;30;55;279.58;;
3.92;-179.8;3.92;3.92;33;30;55;279.72;;
3.92;-179.8;3.92;3.92;33;30;55;279.86;;
3.92;-179.8;3.92;3.92;33;30;55;280;;
3.92;-179.8;3.92;3.92;33;30;55;280.14;;
3.92;-181;3.92;3.92;33;30;55;280.28;;
3.92;-181;3.92;3.92;33;30;55;280.42;;
3.92;-181;3.92;3.92;33;30;55;280.56;;
3.92;-181;3.92;3.92;33;30;55;280.7;;
3.92;-181.3;3.92;3.92;33;30;55;280.84;;
3.92;-181.3;3.92;3.92;33;30;55;280.98;;
3.92;-181.3;3.92;3.92;33;30;55;281.12;;
3.92;-181.3;3.92;3.92;33;30;55;281.26;;
3.92;-180.6;3.92;3.92;33;30;55;281.4;;
3.92;-180.6;3.92;3.92;33;30;55;281.54;;
3.92;-180.6;3.92;3.92;33;30;55;281.68;;
3.92;-180.6;3.92;3.92;33;30;55;281.82;;
3.92;-179.5;3.92;3.92;33;30;55;281.96;;
3.92;-179.5;3.92;3.92;33;30;55;282.1;;
3.92;-179.5;3.92;3.92;33;30;55;282.24;;
3.92;-179.5;3.92;3.92;33;30;55;282.38;;
3.92;-179.9;3.92;3.92;33;30;55;282.52;;
3.92;-179.9;3.92;3.92;33;30;55;282.66;;
3.92;-179.9;3.92;3.92;33;30;55;282.8;;
3.92;-179.9;3.92;3.92;33;30;55;282.94;;
3.92;-179.8;3.92;3.92;33;30;55;283.08;;
3.92;-179.8;3.92;3.92;33;30;55;283.22;;
3.92;-179.8;3.92;3.92;33;30;55;283.36;;
3.92;-179.8;3.92;3.92;33;30;55;283.5;;
3.92;-179.9;3.92;3.92;33;30;55;283.64;;
3.92;-179.9;3.92;3.92;33;30;55;283.78;;
3.92;-179.9;3.92;3.92;33;30;55;283.92;;
3.92;-179.9;3.92;3.92;33;30;55;284.06;;
3.92;-180.9;3.92;3.92;33;30;55;284.2;;
3.92;-180.9;3.92;3.92;33;30;55;284.34;;
3.92;-180.9;3.92;3.92;33;30;55;284.48;;
3.92;-180.9;3.92;3.92;33;30;55;284.62;;
3.92;-180.3;3.92;3.92;33;30;55;284.76;;
3.92;-180.3;3.92;3.92;33;30;55;284.9;;
3.92;-180.3;3.92;3.92;33;30;55;285.04;;
3.92;-180.3;3.92;3.92;33;30;55;285.18;;
3.92;-179.9;3.92;3.92;33;30;55;285.32;;
3.92;-179.9;3.92;3.92;33;30;55;285.46;;
3.92;-179.9;3.92;3.92;33;30;55;285.6;;
3.92;-179.9;3.92;3.92;33;30;55;285.74;;
3.92;-179.5;3.92;3.92;33;30;55;285.88;;
3.92;-179.5;3.92;3.92;33;30;55;286.02;;
3.92;-179.5;3.92;3.92;33;30;55;286.16;;
3.92;-179.5;3.92;3.92;33;30;55;286.3;;
3.92;-180.6;3.92;3.92;33;30;55;286.44;;
3.92;-180.6;3.92;3.92;33;30;55;286.58;;
3.92;-180.6;3.92;3.92;33;30;55;286.72;;
3.92;-180.6;3.92;3.92;33;30;55;286.86;;
3.92;-180.8;3.92;3.92;33;30;55;287;;
3.92;-180.8;3.92;3.92;33;30;55;287.14;;
3.92;-180.8;3.92;3.92;33;30;55;287.28;;
3.92;-180.8;3.92;3.92;33;30;55;287.42;;
3.92;-179.7;3.92;3.92;33;30;55;287.56;;
3.92;-179.7;3.92;3.92;33;30;55;287.7;;
3.92;-179.7;3.92;3.92;33;30;55;287.84;;
3.92;-179.7;3.92;3.92;33;30;55;287.98;;
3.92;-180.9;3.92;3.92;33;30;55;288.12;;
3.92;-180.9;3.92;3.92;33;30;55;288.26;;
3.92;-180.9;3.92;3.92;33;30;55;288.4;;
3.92;-180.9;3.92;3.92;33;30;55;288.54;;
3.92;-180.8;3.92;3.92;33;30;55;288.68;;
3.92;-180.8;3.92;3.92;33;30;55;288.82;;
3.92;-180.8;3.92;3.92;33;30;55;288.96;;
3.92;-180.8;3.92;3.92;33;30;55;289.1;;
3.92;-180;3.92;3.92;33;30;55;289.24;;
3.92;-180;3.92;3.92;33;30;55;289.38;;
3.92;-180;3.92;3.92;33;30;55;289.52;;
3.92;-180;3.92;3.92;33;30;55;289.66;;
3.94;-179.6;3.94;3.94;33;30;55;289.8;;
3.94;-179.6;3.94;3.94;33;30;55;289.94;;
3.94;-179.6;3.94;3.94;33;30;55;290.08;;
3.94;-179.6;3.94;3.94;33;30;55;290.22;;
3.92;-179.7;3.92;3.92;33;30;55.5;290.36;;
3.92;-179.7;3.92;3.92;33;30;55.5;290.5;;
3.92;-179.7;3.92;3.92;33;30;55.5;290.64;;
3.92;-179.7;3.92;3.92;33;30;55.5;290.78;;
3.94;-179.9;3.94;3.94;33;30;55.5;290.92;;
3.94;-179.9;3.94;3.94;33;30;55.5;291.06;;
3.94;-179.9;3.94;3.94;33;30;55.5;291.2;;
3.94;-179.9;3.94;3.94;33;30;55.5;291.34;;
3.94;-181;3.94;3.94;33;30;55.5;291.48;;
3.94;-181;3.94;3.94;33;30;55.5;291.62;;
3.94;-181;3.94;3.94;33;30;55.5;291.76;;
3.94;-181;3.94;3.94;33;30;55.5;291.9;;
3.94;-179.3;3.94;3.94;33;30;55.5;292.04;;
3.94;-179.3;3.94;3.94;33;30;55.5;292.18;;
3.94;-179.3;3.94;3.94;33;30;55.5;292.32;;
3.94;-179.3;3.94;3.94;33;30;55.5;292.46;;
3.94;-179.6;3.94;3.94;33;30;55.5;292.6;;
3.94;-179.6;3.94;3.94;33;30;55.5;292.74;;
3.94;-179.6;3.94;3.94;33;30;55.5;292.88;;
3.94;-179.6;3.94;3.94;33;30;55.5;293.02;;
3.94;-179.5;3.94;3.94;33;30;55.5;293.16;;
3.94;-179.5;3.94;3.94;33;30;55.5;293.3;;
3.94;-179.5;3.94;3.94;33;30;55.5;293.44;;
3.94;-179.5;3.94;3.94;33;30;55.5;293.58;;
3.94;-179.6;3.94;3.94;33;30;55.5;293.72;;
3.94;-179.6;3.94;3.94;33;30;55.5;293.86;;
3.94;-179.6;3.94;3.94;33;30;55.5;294;;
3.94;-179.6;3.94;3.94;33;30;55.5;294.14;;
3.94;-181.2;3.94;3.94;33;30;55.5;294.28;;
3.94;-181.2;3.94;3.94;33;30;55.5;294.42;;
3.94;-181.2;3.94;3.94;33;30;55.5;294.56;;
3.94;-181.2;3.94;3.94;33;30;55.5;294.7;;
3.94;-180.7;3.94;3.94;33;30;55.5;294.84;;
3.94;-180.7;3.94;3.94;33;30;55.5;294.98;;
3.94;-180.7;3.94;3.94;33;30;55.5;295.12;;
3.94;-180.7;3.94;3.94;33;30;55.5;295.26;;
3.94;-181;3.94;3.94;33;30;55.5;295.4;;
3.94;-181;3.94;3.94;33;30;55.5;295.54;;
3.94;-181;3.94;3.94;33;30;55.5;295.68;;
3.94;-181;3.94;3.94;33;30;55.5;295.82;;
3.94;-180.7;3.94;3.94;33;31;55.5;295.96;;
3.94;-180.7;3.94;3.94;33;31;55.5;296.1;;
3.94;-180.7;3.94;3.94;33;31;55.5;296.24;;
3.94;-180.7;3.94;3.94;33;31;55.5;296.38;;
3.94;-179.5;3.94;3.94;33;31;55.5;296.52;;
3.94;-179.5;3.94;3.94;33;31;55.5;296.66;;
3.94;-179.5;3.94;3.94;33;31;55.5;296.8;;
3.94;-179.5;3.94;3.94;33;31;55.5;296.94;;
3.94;-179.9;3.94;3.94;33;31;55.5;297.08;;
3.94;-179.9;3.94;3.94;33;31;55.5;297.22;;
3.94;-179.9;3.94;3.94;33;31;55.5;297.36;;
3.94;-179.9;3.94;3.94;33;31;55.5;297.5;;
3.94;-180;3.94;3.94;33;31;55.5;297.64;;
3.94;-180;3.94;3.94;33;31;55.5;297.78;;
3.94;-180;3.94;3.94;33;31;55.5;297.92;;
3.94;-180;3.94;3.94;33;31;55.5;298.06;;
3.94;-179.7;3.94;3.94;33;31;55.5;298.2;;
3.94;-179.7;3.94;3.94;33;31;55.5;298.34;;
3.94;-179.7;3.94;3.94;33;31;55.5;298.48;;
3.94;-179.7;3.94;3.94;33;31;55.5;298.62;;
3.94;-180.8;3.94;3.94;33;31;55.5;298.76;;
3.94;-180.8;3.94;3.94;33;31;55.5;298.9;;
3.94;-180.8;3.94;3.94;33;31;55.5;299.04;;
3.94;-180.8;3.94;3.94;33;31;55.5;299.18;;
3.94;-180.6;3.94;3.94;33;31;55.5;299.32;;
3.94;-180.6;3.94;3.94;33;31;55.5;299.46;;
